type,input_type,time_ms,key
keydown,other,433179.654,i
keyup,other,433264.086,i
keydown,other,433290.974,c
keyup,other,433383.033,c
keydown,other,433575.122,Key.tab
keyup,other,433623.197,Key.tab
keydown,other,437649.388,Key.cmd
keyup,other,437882.673,t
keydown,other,438070.417,k
keyup,other,438129.895,k
keydown,other,438141.048,a
keyup,other,438205.958,a
keydown,other,438209.383,l
keyup,other,438293.442,l
keydown,other,438412.573,Key.enter
keyup,other,438489.315,Key.enter
click,left_click,440409.645,left
click,left_click,440426.320,left
click,left_click,442606.422,left
click,left_click,442607.526,left
click,left_click,446844.750,left
click,left_click,446845.862,left
scroll,scroll_down,448258.191,dy=-1
scroll,scroll_down,448273.489,dy=-1
scroll,scroll_down,448291.396,dy=-1
scroll,scroll_down,448307.270,dy=-3
scroll,scroll_down,448324.986,dy=-2
scroll,scroll_down,448342.342,dy=-3
scroll,scroll_down,448344.291,dy=-2
scroll,scroll_down,448347.018,dy=-2
scroll,scroll_down,448358.478,dy=-2
scroll,scroll_down,448363.589,dy=-2
scroll,scroll_down,448374.441,dy=-2
scroll,scroll_down,448380.333,dy=-2
scroll,scroll_down,448391.245,dy=-3
scroll,scroll_down,448397.333,dy=-3
scroll,scroll_down,448407.763,dy=-2
scroll,scroll_down,448413.982,dy=-2
scroll,scroll_down,448425.636,dy=-2
scroll,scroll_down,448431.453,dy=-2
scroll,scroll_down,448440.987,dy=-2
scroll,scroll_down,448446.492,dy=-2
scroll,scroll_down,448457.114,dy=-2
scroll,scroll_down,448463.741,dy=-2
scroll,scroll_down,448473.654,dy=-2
scroll,scroll_down,448480.354,dy=-2
scroll,scroll_down,448490.764,dy=-2
scroll,scroll_down,448497.269,dy=-2
scroll,scroll_down,448506.549,dy=-1
scroll,scroll_down,448513.606,dy=-1
scroll,scroll_down,448524.085,dy=-1
scroll,scroll_down,448530.494,dy=-1
scroll,scroll_down,448539.628,dy=-1
scroll,scroll_down,448547.120,dy=-1
scroll,scroll_down,448557.439,dy=-1
scroll,scroll_down,448563.265,dy=-1
scroll,scroll_down,449041.053,dy=-1
scroll,scroll_down,449063.380,dy=-1
scroll,scroll_down,449075.226,dy=-1
scroll,scroll_down,449090.246,dy=-1
scroll,scroll_down,449106.139,dy=-1
scroll,scroll_down,449394.035,dy=-1
scroll,scroll_down,449408.185,dy=-1
scroll,scroll_down,449426.786,dy=-1
scroll,scroll_down,449441.936,dy=-2
scroll,scroll_down,449459.557,dy=-2
scroll,scroll_down,449468.708,dy=-1
scroll,scroll_down,449477.322,dy=-1
scroll,scroll_down,449485.700,dy=-1
scroll,scroll_down,449494.037,dy=-1
scroll,scroll_down,449502.581,dy=-1
scroll,scroll_down,449511.975,dy=-1
scroll,scroll_down,449519.181,dy=-2
scroll,scroll_down,449527.397,dy=-2
scroll,scroll_down,449536.057,dy=-2
scroll,scroll_down,449543.893,dy=-2
scroll,scroll_down,449552.371,dy=-1
scroll,scroll_down,449560.910,dy=-1
scroll,scroll_down,449569.118,dy=-1
scroll,scroll_down,449577.281,dy=-1
scroll,scroll_down,449585.729,dy=-1
scroll,scroll_down,449594.147,dy=-1
scroll,scroll_down,449603.235,dy=-1
scroll,scroll_down,449610.556,dy=-1
scroll,scroll_down,449620.617,dy=-1
click,left_click,450997.322,left
click,left_click,450998.354,left
click,left_click,451156.280,left
click,left_click,451178.426,left
click,left_click,451321.884,left
click,left_click,451342.303,left
click,right_click,451875.838,right
click,right_click,451880.644,right
click,left_click,461308.575,left
click,left_click,461310.412,left
click,left_click,462272.519,left
click,left_click,462338.171,left
click,left_click,464893.211,left
click,left_click,464907.932,left
keydown,other,466028.810,f
keyup,other,466115.686,f
keydown,other,466155.357,r
keydown,space,466211.939,Key.space
keyup,other,466247.460,r
keyup,space,466295.736,Key.space
keydown,other,466748.577,Key.shift
keyup,other,466906.331,Key.shift
keydown,other,466982.767,u
keyup,other,467034.408,u
keydown,other,467083.460,r
keyup,other,467151.703,e
keydown,other,467190.911,i
keyup,other,467255.693,i
keydown,other,467291.488,e
keyup,other,467382.498,e
keydown,other,467439.066,,
keyup,other,467451.373,d
keydown,space,467562.776,Key.space
keyup,space,467643.355,Key.space
keydown,other,467687.812,w
keydown,space,467814.918,Key.space
keyup,other,467835.135,w
keyup,space,467923.112,Key.space
keydown,other,468114.819,l
keyup,other,468171.994,l
keydown,other,468230.678,o
keyup,other,468282.829,o
keydown,other,468346.691,o
keyup,other,468390.078,o
keydown,other,468469.158,k
keyup,other,468537.649,k
keydown,other,468573.102,d
keyup,other,468621.215,e
keydown,space,468639.972,Key.space
keyup,space,468721.879,Key.space
keydown,other,468729.037,a
keyup,other,468839.004,a
keydown,space,468872.857,Key.space
keyup,space,468965.232,Key.space
keydown,other,472026.462,t
keyup,other,472089.575,h
keydown,other,472124.624,e
keydown,space,472197.258,Key.space
keyup,other,472228.736,e
keyup,space,472281.272,Key.space
keydown,other,475043.265,s
keyup,other,475109.891,s
keydown,other,475224.177,a
keyup,other,475309.153,a
keydown,other,475312.143,n
keyup,other,475364.796,n
keydown,other,475376.870,d
keyup,other,475488.295,d
keydown,other,475621.378,r
keyup,other,475710.619,r
keydown,other,475919.230,d
keydown,space,476012.031,Key.space
keyup,other,476016.241,d
keyup,space,476079.945,Key.space
keydown,other,476296.463,Key.alt
keyup,other,476426.436,Key.backspace
keydown,other,476499.110,Key.backspace
keyup,other,476542.847,Key.backspace
keydown,other,476610.950,Key.backspace
keyup,other,476662.825,Key.backspace
keydown,other,476728.685,Key.backspace
keyup,other,476789.845,Key.backspace
keydown,other,476952.260,m
keyup,other,477020.933,m
keydown,other,477038.898,a
keyup,other,477105.017,a
keydown,other,477479.263,Key.backspace
keyup,other,477546.923,Key.backspace
keydown,other,477625.850,Key.backspace
keyup,other,477697.641,Key.backspace
keydown,other,477709.429,a
keyup,other,477762.097,e
keydown,other,477781.955,s
keyup,other,477813.994,a
keydown,other,477916.856,u
keyup,other,477989.566,u
keydown,other,478041.936,e
keyup,other,478077.645,r
keydown,other,478226.922,d
keydown,space,478263.151,Key.space
keyup,other,478294.797,d
keyup,space,478343.265,Key.space
keydown,other,478390.833,t
keyup,other,478491.562,t
keydown,other,478537.881,e
keydown,space,478587.221,Key.space
keyup,other,478653.971,e
keyup,space,478686.876,Key.space
keydown,other,479211.622,Key.cmd
keyup,other,479513.138,Key.left
keydown,other,479738.764,Key.alt
keyup,other,479941.510,Key.alt
keydown,other,479944.562,Key.right
keyup,other,480005.551,Key.right
keydown,other,480742.787,Key.cmd
keyup,other,480873.378,Key.right
keydown,other,481942.666,Key.alt
keyup,other,482052.739,Key.left
keydown,other,482132.632,Key.left
keyup,other,482200.698,Key.left
keydown,other,482281.908,Key.left
keyup,other,482352.769,Key.left
keydown,other,482623.353,Key.left
keyup,other,482695.969,Key.left
keydown,other,482779.397,Key.left
keyup,other,482831.573,Key.left
keydown,space,482962.040,Key.space
keydown,other,482977.020,Key.shift
keyup,space,483048.340,Key.space
keyup,other,483100.837,)
keydown,other,483559.477,Key.backspace
keyup,other,483611.701,Key.backspace
keydown,other,483751.615,Key.shift
keyup,other,483935.769,(
keydown,other,483978.742,s
keyup,other,484091.232,s
keydown,other,484228.352,n
keyup,other,484288.463,n
keydown,other,484392.102,l
keyup,other,484468.841,l
keydown,other,484480.305,e
keyup,other,484568.926,e
keydown,other,484598.845,-
keyup,other,484654.766,-
keydown,other,484732.658,d
keyup,other,484812.994,d
keydown,other,484894.591,c
keyup,other,484982.249,c
keydown,other,485103.557,m
keyup,other,485155.795,m
keydown,other,485246.708,t
keyup,other,485311.127,n
keydown,space,485358.302,Key.space
keydown,other,485426.328,s
keyup,space,485455.312,Key.space
keyup,other,485611.119,s
keydown,other,485856.713,Key.backspace
keyup,other,485916.654,Key.backspace
keydown,other,485987.922,Key.backspace
keyup,other,486042.704,Key.backspace
keydown,other,486102.213,Key.backspace
keyup,other,486145.014,Key.backspace
keydown,other,486220.558,Key.backspace
keyup,other,486280.489,Key.backspace
keydown,other,486405.811,n
keyup,other,486473.234,n
keydown,space,486501.433,Key.space
keydown,other,486565.918,s
keyup,space,486567.790,Key.space
keyup,other,486677.795,s
keydown,other,486805.970,a
keyup,other,486881.732,a
keydown,other,487011.388,c
keyup,other,487106.147,c
keydown,other,487191.265,Key.shift
keyup,other,487365.996,)
keydown,other,487496.361,Key.cmd
keyup,other,487644.680,Key.right
keydown,other,495932.151,s
keyup,other,495990.838,s
keydown,other,496114.159,a
keyup,other,496210.939,a
keydown,other,496259.762,n
keyup,other,496318.864,n
keydown,other,497203.867,d
keyup,other,497252.002,d
keydown,other,497363.334,r
keyup,other,497447.972,r
keydown,other,497509.055,d
keydown,space,497585.401,Key.space
keyup,other,497608.726,d
keyup,space,497661.688,Key.space
keydown,other,497749.468,e
keyup,other,497805.570,e
keydown,other,498199.616,Key.backspace
keyup,other,498256.100,Key.backspace
keydown,other,498432.904,v
keyup,other,498516.455,v
keydown,other,498596.565,a
keyup,other,498648.923,a
keydown,other,498680.328,t
keyup,other,498815.889,i
keydown,other,498926.463,n
keydown,space,498990.253,Key.space
keyup,other,499002.472,n
keyup,space,499065.605,Key.space
keydown,other,499105.363,o
keyup,other,499185.076,o
keydown,space,499209.026,Key.space
keyup,space,499301.017,Key.space
keydown,other,499393.762,p
keyup,other,499453.352,p
keydown,other,499497.440,r
keyup,other,499537.835,e
keydown,other,499711.552,f
keyup,other,499794.845,f
keydown,other,499849.210,r
keyup,other,499912.402,r
keydown,other,499956.502,m
keyup,other,500004.597,m
keydown,other,500008.139,a
keyup,other,500081.293,a
keydown,other,500132.893,n
keyup,other,500188.841,n
keydown,other,500213.426,c
keyup,other,500349.866,c
keydown,space,500355.403,Key.space
keyup,space,500456.831,Key.space
keydown,other,501657.650,a
keyup,other,501753.822,a
keydown,other,501923.123,r
keyup,other,501995.569,r
keydown,other,502092.755,s
keyup,other,502173.461,s
keydown,other,502261.362,s
keydown,space,502328.912,Key.space
keyup,other,502381.144,s
keyup,space,502387.896,Key.space
keydown,other,502461.088,d
keyup,other,502552.882,d
keydown,other,502602.806,c
keyup,other,502706.091,u
keydown,other,502823.946,m
keyup,other,502872.600,m
keydown,other,502967.484,n
keyup,other,503015.357,n
keydown,other,503040.488,s
keyup,other,503073.262,t
keydown,space,503136.033,Key.space
keyup,space,503215.832,Key.space
keydown,other,503281.507,f
keyup,other,503380.183,f
keydown,other,503382.342,o
keyup,other,503428.155,o
keydown,other,503532.751,m
keyup,other,503577.814,m
keydown,space,503580.359,Key.space
keyup,space,503644.509,Key.space
keydown,other,503801.051,d
keyup,other,503900.748,d
keydown,other,503964.529,f
keyup,other,504008.543,f
keydown,other,504095.568,f
keyup,other,504147.571,f
keydown,other,504192.504,e
keyup,other,504272.741,e
keydown,other,504393.641,e
keyup,other,504478.053,e
keydown,other,504494.216,n
keyup,other,504554.288,n
keydown,other,504566.032,t
keydown,space,504617.562,Key.space
keyup,other,504621.631,t
keyup,space,504675.734,Key.space
keydown,other,504764.984,r
keyup,other,504855.675,r
keydown,other,505000.078,v
keyup,other,505043.962,v
keydown,other,505083.904,o
keyup,other,505155.991,o
keydown,other,505410.679,Key.backspace
keyup,other,505471.619,Key.backspace
keydown,other,505558.329,Key.backspace
keyup,other,505598.466,Key.backspace
keydown,other,505686.086,g
keyup,other,505772.761,g
keydown,other,505799.345,i
keyup,other,505882.831,i
keydown,other,506022.438,n
keyup,other,506085.435,n
keydown,other,506101.634,s
keyup,other,506161.919,s
keydown,other,507811.868,Key.shift
keyup,other,508065.761,(
keydown,other,508365.889,Key.backspace
keyup,other,508409.671,Key.backspace
keydown,space,508461.847,Key.space
keydown,other,508558.255,(
keyup,space,508560.377,Key.space
keyup,other,508625.936,(
keydown,other,509104.852,r
keyup,other,509190.962,r
keydown,other,509309.201,f
keyup,other,509385.319,f
keydown,other,509450.803,Key.shift
keyup,other,509569.322,)
keydown,other,509766.032,Key.left
keyup,other,509845.474,Key.left
keydown,other,509931.261,Key.alt
keyup,other,510078.543,Key.left
keydown,other,510708.977,Key.right
keyup,other,510743.272,Key.right
keydown,other,510851.384,Key.right
keyup,other,510907.467,Key.right
keydown,other,511069.608,Key.alt
keyup,other,511495.063,Key.left
keydown,other,511575.222,Key.left
keyup,other,511660.060,Key.left
keydown,other,512091.650,Key.alt
keyup,other,512361.841,Key.right
keydown,other,513375.821,Key.right
keyup,other,513431.052,Key.right
keydown,other,513660.389,Key.left
keyup,other,513743.955,Key.left
keydown,other,513874.333,Key.shift
keyup,other,513995.463,Key.left
keydown,other,514139.327,s
keyup,other,514271.441,s
keydown,other,514391.337,e
keydown,space,514459.149,Key.space
keyup,other,514512.182,e
keyup,space,514566.250,Key.space
keydown,other,514570.197,p
keyup,other,514636.318,p
keydown,other,514647.505,a
keyup,other,514726.756,a
keydown,other,514795.894,e
keyup,other,514798.263,p
keydown,other,514851.983,r
keyup,other,514904.752,e
keydown,other,515022.224,Key.shift
keyup,other,515128.372,Key.left
keydown,other,515220.692,Key.left
keyup,other,515269.508,Key.alt
keydown,other,515408.327,Key.cmd
keyup,other,515552.891,v
keydown,other,515614.476,Key.right
keyup,other,515699.322,Key.right
keydown,other,515884.269,.
keyup,other,515946.825,.
keydown,space,516015.284,Key.space
keyup,space,516110.879,Key.space
keydown,other,517161.874,Key.up
keyup,other,517240.912,Key.up
keydown,other,517318.582,Key.cmd
keyup,other,517436.307,Key.left
keydown,other,517604.848,Key.right
keyup,other,517695.117,Key.right
keydown,other,517735.593,Key.backspace
keyup,other,517818.784,Key.backspace
keydown,other,517830.476,F
keyup,other,517914.783,F
keydown,other,518124.962,Key.down
keyup,other,518195.413,Key.down
keydown,other,518282.077,Key.cmd
keyup,other,518453.957,Key.right
keydown,other,518743.192,Key.enter
keyup,other,518811.408,Key.enter
keydown,other,518917.763,Key.shift
keyup,other,519065.436,Key.shift
keydown,other,519117.578,e
keydown,space,519204.761,Key.space
keyup,other,519226.735,e
keyup,space,519321.037,Key.space
keydown,other,519394.286,n
keyup,other,519449.764,n
keydown,other,519562.433,e
keyup,other,519665.769,e
keydown,space,519669.455,Key.space
keyup,space,519771.255,Key.space
keydown,other,520409.045,Key.alt
keyup,other,521071.710,Key.backspace
keydown,other,521296.213,s
keyup,other,521375.309,s
keydown,other,521397.441,h
keyup,other,521514.009,h
keydown,other,521620.688,u
keyup,other,521680.639,u
keydown,other,521769.584,l
keyup,other,521841.770,l
keydown,space,521865.891,Key.space
keyup,space,521925.415,Key.space
keydown,other,521980.959,t
keyup,other,522085.174,t
keydown,other,522358.987,r
keyup,other,522459.442,r
keydown,other,522606.508,c
keyup,other,522700.164,c
keydown,space,522762.802,Key.space
keyup,space,522824.269,Key.space
keydown,other,522870.145,s
keyup,other,522984.876,s
keydown,other,523078.590,m
keyup,other,523142.578,m
keydown,space,523189.710,Key.space
keyup,space,523261.660,Key.space
keydown,other,523297.101,m
keyup,other,523357.331,m
keydown,other,523393.562,t
keyup,other,523428.808,e
keydown,other,523558.112,r
keyup,other,523594.490,r
keydown,other,523607.037,i
keyup,other,523670.663,i
keydown,other,523717.606,c
keyup,other,523797.858,c
keydown,space,523804.725,Key.space
keyup,space,523899.185,Key.space
keydown,other,523974.221,r
keyup,other,524078.459,r
keydown,other,524102.579,l
keyup,other,524114.961,e
keydown,other,524226.896,a
keyup,other,524318.630,a
keydown,other,524418.901,e
keyup,other,524439.064,t
keydown,other,524572.288,d
keydown,space,524624.405,Key.space
keyup,other,524657.584,d
keyup,space,524684.411,Key.space
keydown,other,524730.752,t
keyup,other,524834.650,t
keydown,space,524895.308,Key.space
keyup,space,524966.993,Key.space
keydown,other,525149.249,j
keyup,other,525192.542,j
keydown,other,525255.342,u
keyup,other,525327.382,u
keydown,other,525334.982,t
keyup,other,525395.654,s
keydown,other,525468.383,i
keyup,other,525528.774,i
keydown,other,525535.727,c
keyup,other,525612.476,c
keydown,other,528852.356,,
keyup,other,528904.095,,
keydown,space,528926.052,Key.space
keyup,space,528982.345,Key.space
keydown,other,529069.059,e
keyup,other,529157.543,e
keydown,other,529183.020,.
keyup,other,529227.790,.
keydown,other,529231.313,g
keyup,other,529340.954,g
keydown,other,529425.270,Key.shift
keyup,other,529588.652,:
keydown,other,529844.290,Key.enter
keyup,other,529929.824,Key.enter
keydown,other,530529.650,-
keydown,space,530573.030,Key.space
keyup,other,530590.885,-
keyup,space,530652.273,Key.space
keydown,other,536062.526,a
keyup,other,536137.210,a
keydown,other,536144.535,v
keyup,other,536200.877,v
keydown,other,536237.701,e
keyup,other,536285.594,e
keydown,other,536373.313,a
keyup,other,536458.444,a
keydown,other,536528.309,g
keyup,other,536623.386,g
keydown,space,536684.213,Key.space
keyup,space,536759.002,Key.space
keydown,other,536881.980,r
keyup,other,536984.293,r
keydown,other,537000.159,n
keyup,other,537028.183,a
keydown,other,537129.309,k
keyup,other,537196.478,k
keydown,space,537223.519,Key.space
keyup,space,537304.641,Key.space
keydown,other,537322.687,o
keyup,other,537389.942,o
keydown,space,537434.083,Key.space
keyup,space,537522.128,Key.space
keydown,other,538058.217,n
keyup,other,538110.986,n
keydown,other,538205.688,o
keyup,other,538257.204,o
keydown,other,538339.350,n
keyup,other,538395.273,n
keydown,other,538914.337,Key.alt
keyup,other,539065.896,Key.backspace
keydown,other,540133.929,Key.left
keyup,other,540189.344,Key.left
keydown,other,540273.504,Key.left
keyup,other,540349.898,Key.left
keydown,other,540893.520,h
keyup,other,540929.839,h
keydown,other,541034.173,i
keyup,other,541093.134,i
keydown,other,541182.525,h
keyup,other,541250.187,h
keydown,other,541268.409,e
keyup,other,541404.822,s
keydown,space,541497.660,Key.space
keyup,space,541580.836,Key.space
keydown,other,542189.246,Key.cmd
keyup,other,542281.098,Key.right
keydown,other,542607.494,e
keyup,other,542705.731,e
keydown,other,542872.167,c
keyup,other,542964.765,c
keydown,space,542966.222,Key.space
keyup,space,543067.723,Key.space
keydown,other,545043.203,w
keyup,other,545124.127,w
keydown,other,545127.493,o
keyup,other,545184.573,o
keydown,other,545378.747,r
keyup,other,545461.866,r
keydown,other,545556.772,d
keyup,other,545656.997,d
keydown,space,545659.900,Key.space
keyup,space,545740.555,Key.space
keydown,other,545846.512,b
keyup,other,545893.749,b
keydown,other,545909.862,a
keyup,other,545982.110,a
keydown,other,545989.438,n
keyup,other,546057.525,n
keydown,other,546149.049,k
keydown,space,546208.420,Key.space
keyup,other,546216.516,k
keydown,other,546301.002,r
keyup,space,546304.706,Key.space
keyup,other,546371.866,r
keydown,other,546465.246,g
keyup,other,546591.004,g
keydown,other,546714.297,n
keyup,other,546762.637,n
keydown,other,546870.793,,
keydown,space,546922.820,Key.space
keyup,other,546941.439,,
keyup,space,546991.165,Key.space
keydown,other,549160.450,Key.backspace
keyup,other,549220.916,Key.backspace
keydown,other,549299.823,Key.backspace
keyup,other,549348.165,Key.backspace
keydown,space,549389.840,Key.space
keydown,other,549424.881,Key.shift
keyup,space,549498.228,Key.space
keyup,other,549590.971,(
keydown,other,549675.347,f
keyup,other,549756.145,f
keydown,other,549767.144,o
keyup,other,549837.635,o
keydown,other,549843.499,r
keydown,space,549896.247,Key.space
keyup,other,549944.059,r
keyup,space,550028.133,Key.space
keydown,other,550134.765,n
keyup,other,550187.272,n
keydown,other,550282.349,o
keyup,other,550337.903,o
keydown,other,550413.632,n
keyup,other,550469.452,n
keydown,space,550514.788,Key.space
keyup,space,550578.607,Key.space
keydown,other,550645.353,r
keyup,other,550750.058,r
keydown,other,550854.755,g
keyup,other,550972.880,i
keydown,other,551095.799,n
keyup,other,551141.251,n
keydown,other,551315.316,s
keyup,other,551407.606,s
keydown,other,551491.702,p
keyup,other,551551.427,p
keydown,other,551755.733,Key.backspace
keyup,other,551815.857,Key.backspace
keydown,other,551888.907,Key.backspace
keyup,other,551940.268,Key.backspace
keydown,other,552064.109,-
keyup,other,552099.580,-
keydown,other,552117.144,s
keyup,other,552201.183,s
keydown,other,552217.139,e
keyup,other,552313.828,e
keydown,other,552901.351,Key.backspace
keyup,other,552961.327,Key.backspace
keydown,other,553073.224,p
keyup,other,553141.587,p
keydown,other,553292.257,i
keyup,other,553348.214,i
keydown,other,553433.253,i
keyup,other,553505.867,i
keydown,space,553570.963,Key.space
keyup,space,553669.281,Key.space
keydown,other,553911.864,q
keyup,other,553986.946,q
keydown,other,553989.464,u
keyup,other,554034.350,u
keydown,other,554062.286,e
keyup,other,554198.764,e
keydown,other,554287.512,e
keyup,other,554427.234,e
keydown,other,554619.180,Key.backspace
keyup,other,554678.838,Key.backspace
keydown,other,554757.858,Key.backspace
keyup,other,554816.767,Key.backspace
keydown,other,554950.854,i
keyup,other,555013.825,i
keydown,other,555194.704,Key.shift
keyup,other,555299.656,?
keydown,other,555435.094,)
keyup,other,555486.860,)
keydown,other,566356.756,Key.enter
keyup,other,566409.247,Key.enter
keydown,other,566653.760,.
keyup,other,566676.707,.
keydown,other,566764.399,.
keyup,other,566816.092,.
keydown,other,566916.876,.
keyup,other,566967.957,.
keydown,other,567641.958,Key.shift
keyup,other,568102.677,?
keydown,other,569324.501,Key.enter
keyup,other,569375.345,Key.enter
keydown,other,569656.758,Key.enter
keyup,other,569700.811,Key.enter
keydown,other,570314.340,Key.shift
keyup,other,570461.864,Key.shift
keydown,other,570497.327,h
keyup,other,570502.873,t
keydown,other,570634.630,i
keyup,other,570713.918,i
keydown,space,570721.631,Key.space
keyup,space,570830.387,Key.space
keydown,other,570885.870,s
keyup,other,570941.283,s
keydown,other,571187.062,Key.backspace
keyup,other,571249.281,Key.backspace
keydown,other,571383.047,n
keyup,other,571441.069,n
keydown,other,571576.742,e
keyup,other,571627.746,e
keydown,other,571748.374,e
keyup,other,571865.410,e
keydown,space,571955.609,Key.space
keyup,space,572023.523,Key.space
keydown,other,572272.222,Key.backspace
keyup,other,572324.845,Key.backspace
keydown,space,572385.409,Key.space
keyup,space,572433.580,Key.space
keydown,other,572494.466,t
keyup,other,572588.801,t
keydown,space,572640.642,Key.space
keyup,space,572707.964,Key.space
keydown,other,572756.002,b
keyup,other,572819.783,b
keydown,other,572868.150,e
keydown,space,572892.152,Key.space
keyup,other,572948.127,e
keyup,space,572988.255,Key.space
keydown,other,573266.155,r
keyup,other,573342.743,r
keydown,other,573484.148,s
keyup,other,573595.026,s
keydown,other,573846.196,e
keyup,other,573929.221,e
keydown,other,574056.311,a
keyup,other,574123.729,a
keydown,other,574278.758,c
keyup,other,574369.142,c
keydown,other,574504.775,e
keyup,other,574661.697,e
keydown,space,574969.394,Key.space
keyup,space,574997.001,Key.space
keydown,other,575031.490,a
keyup,other,575132.324,a
keydown,other,575133.828,n
keyup,other,575188.722,n
keydown,space,575275.941,Key.space
keyup,space,575343.994,Key.space
keydown,other,575549.009,d
keyup,other,575637.249,d
keydown,other,575734.470,s
keyup,other,575815.591,s
keydown,other,575819.175,i
keyup,other,575879.610,i
keydown,other,575896.879,g
keyup,other,575985.952,g
keydown,other,575992.848,n
keyup,other,576060.773,n
keydown,other,576089.064,e
keyup,other,576177.132,e
click,left_click,577712.135,left
click,left_click,577713.403,left
click,left_click,579289.140,left
click,left_click,579293.883,left
click,left_click,580007.169,left
click,left_click,580009.709,left
keydown,other,581748.177,Key.cmd
keyup,other,582472.878,Key.cmd
click,left_click,583472.090,left
click,left_click,583490.917,left
keydown,other,583694.376,Key.cmd
keyup,other,583844.545,c
keydown,other,584051.292,Key.alt
keyup,other,584159.085,ß
click,left_click,588805.881,left
click,left_click,588815.457,left
scroll,scroll_down,589754.971,dy=-1
scroll,scroll_down,589774.562,dy=-2
scroll,scroll_down,589789.265,dy=-4
scroll,scroll_down,589805.968,dy=-5
scroll,scroll_down,589822.410,dy=-6
scroll,scroll_down,589825.210,dy=-4
scroll,scroll_down,589830.565,dy=-5
scroll,scroll_down,589839.118,dy=-5
scroll,scroll_down,589846.562,dy=-5
scroll,scroll_down,589855.932,dy=-5
scroll,scroll_down,589863.948,dy=-5
scroll,scroll_down,589875.733,dy=-5
scroll,scroll_down,589880.106,dy=-5
scroll,scroll_down,589888.996,dy=-5
scroll,scroll_down,589897.325,dy=-4
scroll,scroll_down,589907.605,dy=-4
scroll,scroll_down,589915.819,dy=-4
scroll,scroll_down,589922.207,dy=-4
scroll,scroll_down,589930.589,dy=-4
scroll,scroll_down,589939.039,dy=-4
scroll,scroll_down,589946.503,dy=-4
scroll,scroll_down,589955.919,dy=-4
scroll,scroll_down,589963.623,dy=-3
scroll,scroll_down,589972.328,dy=-3
scroll,scroll_down,589980.616,dy=-3
scroll,scroll_down,589989.081,dy=-3
scroll,scroll_down,589997.069,dy=-3
scroll,scroll_down,590007.209,dy=-3
scroll,scroll_down,590020.071,dy=-3
scroll,scroll_down,590025.392,dy=-3
scroll,scroll_down,590030.396,dy=-3
keydown,other,591517.987,Key.alt
keyup,other,591612.570,ß
keydown,other,592336.741,a
keyup,other,592435.549,a
keydown,other,592523.387,s
keyup,other,592599.343,o
keydown,space,592635.434,Key.space
keyup,space,592771.867,Key.space
keydown,other,592911.874,m
keyup,other,592980.562,m
keydown,other,593103.607,d
keyup,other,593202.568,d
keydown,space,593258.061,Key.space
keyup,space,593330.285,Key.space
keydown,other,593478.252,u
keyup,other,593535.355,u
keydown,space,593599.714,Key.space
keyup,space,593676.663,Key.space
keydown,other,593712.635,a
keyup,other,593794.393,a
keydown,space,593808.913,Key.space
keyup,space,593870.869,Key.space
keydown,other,593888.337,n
keyup,other,593956.304,n
keydown,other,593964.723,e
keyup,other,594099.692,e
keydown,space,594107.231,Key.space
keyup,space,594222.689,Key.space
keydown,other,594271.689,l
keyup,other,594322.581,l
keydown,other,594395.965,l
keyup,other,594453.187,l
keydown,other,594525.132,m
keyup,other,594585.748,m
keydown,space,594595.114,Key.space
keyup,space,594712.683,Key.space
keydown,other,594739.128,j
keyup,other,594785.510,j
keydown,other,594848.839,u
keyup,other,594925.960,u
keydown,other,595082.689,g
keyup,other,595185.349,g
keydown,space,595259.567,Key.space
keyup,space,595337.121,Key.space
keydown,other,595392.121,p
keyup,other,595460.070,p
keydown,other,595528.100,o
keyup,other,595539.424,r
keydown,other,595683.347,j
keyup,other,595741.712,j
keydown,other,595746.868,c
keyup,other,595794.299,e
keydown,other,595927.793,t
keyup,other,596021.170,t
keydown,space,596024.586,Key.space
keyup,space,596048.279,Key.space
keydown,other,596943.923,Key.alt
keyup,other,597090.069,Key.left
keydown,other,597181.916,Key.left
keyup,other,597233.938,Key.left
keydown,other,597334.476,Key.left
keyup,other,597399.289,Key.left
keydown,other,597484.162,Key.left
keyup,other,597547.963,Key.left
keydown,other,597797.105,Key.cmd
keyup,other,597916.785,v
keydown,other,597922.056,Key.right
keyup,other,597980.771,Key.right
keydown,space,598211.865,Key.space
keyup,space,598266.274,Key.space
keydown,other,598326.836,w
keyup,other,598398.949,w
keydown,other,598601.386,Key.backspace
keyup,other,598663.654,Key.backspace
keydown,other,598778.037,Key.backspace
keyup,other,598839.584,Key.backspace
keydown,other,598861.709,w
keyup,other,598934.066,w
keydown,other,598972.541,i
keyup,other,599032.092,i
keydown,other,599061.475,t
keyup,other,599141.678,t
keydown,space,599215.339,Key.space
keyup,space,599284.049,Key.space
keydown,other,599301.288,a
keyup,other,599408.922,a
keydown,space,599513.759,Key.space
keyup,space,599596.504,Key.space
keydown,other,599646.472,i
keyup,other,599692.296,i
keydown,other,599726.043,s
keyup,other,599790.974,s
keydown,other,599927.843,s
keyup,other,599982.740,s
keydown,other,600303.251,u
keyup,other,600363.293,u
keydown,space,600426.580,Key.space
keyup,space,600486.252,Key.space
keydown,other,600595.138,i
keyup,other,600637.007,i
keydown,other,600732.166,n
keydown,space,600769.575,Key.space
keyup,other,600788.576,n
keyup,space,600812.064,Key.space
keydown,other,600858.650,t
